id,username,weighted_in_degree,weighted_out_degree,pagerank,betweenness
UCwT1pS4bOxcbHUQZAuqqkkw,@00Batman,7,0,0.0005689025600840815,0.0
UC-SZaW82GOuF7zFY6loYxMw,@Joe90h,0,2,8.149613075828635e-05,0.0
UCAiYGga6xkRUnXYhaGd0WNA,@PuRpLe0MiSt,95,0,0.004935528130293944,0.0
UCqfI9i_EjGRhfJ9CLlXLd0w,@JoshDare,28,0,0.001521033084903411,0.0
UC-SduEfF--P8oxTICCkhcfg,@IAmVinDieselMF,0,1,8.149613075828635e-05,0.0
UC-URR7eqlpjy0nr-9Q4Hvmg,@johnnygeeful,0,1,8.149613075828635e-05,0.0
UCIaAVggfHOnVdrlO6OFRSZQ,@ghost-hn2lh,4,0,0.00020334773808973513,0.0
UC-UVmAnhNzyXgd1WQcTWFHw,@squeekoid,0,1,8.149613075828635e-05,0.0
UCuYT4lIhz2SQUQ-g8zPujrA,@MaximeKasasa,1,0,0.00015112562066197136,0.0
UC-W9v7bCb2t2iQgI0ngBLGg,@Menuki,0,1,8.149613075828635e-05,0.0
UC-WCatWdOu_JMZEeUg36sdg,@RobertWalsh-vp5ui,0,2,8.149613075828635e-05,0.0
UCf_aqcf_u7_YGxYx_N3F5ig,@homemgalinhagalinha8078,23,0,0.001027296701950008,0.0
UC-WMwIHR8SMWkpI3LtVzL3w,@VüsalƏliyev-e8b,0,1,8.149613075828635e-05,0.0
UC-WuBaCovVcSN2Z6dE82Ckg,@JayJonahJaymeson,0,1,8.149613075828635e-05,0.0
UCbNupOTJ74tywO-Fym3niEg,@furuthebat,83,0,0.0033836269635997033,0.0
UC-XDwcx2CPYrVWljXxpRU7A,@Sashinkimi,0,2,8.149613075828635e-05,0.0
UCEDPRyLstizZ6E2Wm5o13Ww,@DespuésDelafinitud,20,0,0.0005535467145086647,0.0
UCgUIA9LnkwMkHTivw-pbR3A,@noirionC,28,0,0.000912076474609386,0.0
UC-XQ4RHvp35yGrSu0W_RQBw,@nohintshere,0,1,8.149613075828635e-05,0.0
UCMFJRKP-RCK7-oReetR0n2w,@thecoolguy7985,15,0,0.000924012958592875,0.0
UC-XYj_qiRHs7O5CvjV0nzsg,@HarryB_ICIX,0,3,8.149613075828635e-05,0.0
UC4Spn7CsQweq-2FbuHjLWIA,@gman4321,17,0,0.0008376974828203789,0.0
UC-XnRJtsulFF1uBBRQj0AJg,@freemansgarage,0,1,8.149613075828635e-05,0.0
UC2C2XS7s-DifQdCwSnRB5ng,@iliumboy,9,0,0.00040709688830789916,0.0
UC-ZGTkA1v12AAAs10yueP6Q,@KevinLuper99,0,2,8.149613075828635e-05,0.0
UCKRl8292kGVgEyq4uvJw7Xw,@vitorinoAGrasabia,10,0,0.0003948288353248689,0.0
UC_vIGi14rFm6iWfjWlQz8vg,@jonbaxter4285,4,0,0.0003251993454211839,0.0
UC-Zffx-ZOvVy5j5eyNX-Log,@johnhart9558,0,1,8.149613075828635e-05,0.0
UCfizjtbwvRLCZJuwxlvjinw,@bobmessina603,67,0,0.003224815460364834,0.0
UC-_JWuEwQziWphvwA9Mhbnw,@oldocsilver2575,0,2,8.149613075828635e-05,0.0
UCXoaVfQVNejKNRmoInZBrww,@Shoocheihey26,15,0,0.0008787537901554797,0.0
UC-_XLdTXM3pbpTjdSykaLKQ,@MinecraftModPlay,0,1,8.149613075828635e-05,0.0
UCywMelR1uY6sEZZW2E0Ztrw,@ddyNX,10,0,0.0007777910297951364,0.0
UC-__ulVzR4gRx0805SHmhrg,@schaddalton,0,2,8.149613075828635e-05,0.0
UCUJDTsUzE0s6xAwdNlwfXCA,@Prog-t9d,96,0,0.004456998228732819,0.0
UCv67lS6bLvIMNd7qHp7iKXw,@theskydiverdriver7193,32,0,0.001702697045987285,0.0
UC-b_gwV91qRVAW8YOjBca1A,@zedxxx9,0,7,8.149613075828635e-05,0.0
UCTnQurDwi579pCg3kuKS3QQ,@profmilan,26,0,0.0007758598644059157,0.0
UCmQfZuSTKBqDWy4YUtnvR8A,@werdwerdus,35,2,0.0006680416909469473,2.4025061896203786e-07
UC-biNpRZuB0bs_m33NsykgA,@ryanbradley248,0,1,8.149613075828635e-05,0.0
UCBqjFoWU4bgu35tD86M5Stw,@TheNordicBavarian,12,0,0.0007380027498501736,0.0
UC-cFyfcofUNpuqWHmno456A,@mcgarnacle21,0,1,8.149613075828635e-05,0.0
UC-d80BQO7lS5JRCTivM-2Kw,@SailingSarah,0,1,8.149613075828635e-05,0.0
UCHrXbdfJ72BiwOjDwNOgQqQ,@rosarosepedalshowze,3,0,0.0002903846004693414,0.0
UC-dmmefDyMrLlMfpQlwSt-g,@ProdLoRez,0,1,8.149613075828635e-05,0.0
UCinA3pJ4_XChanp3nvpfNsw,@foxmocs6443,12,0,0.0006907541674155302,0.0
UC-fKu_156HjcFrNyDSrFweg,@SadChimchar,0,1,8.149613075828635e-05,0.0
UC-fbh2TD7dr-_XuAjY7635Q,@samiam2003,0,1,8.149613075828635e-05,0.0
UCE1XIM1FJZRFhpNJUr6kuBA,@Cinnamon_4pple,39,0,0.0015599678258631908,0.0
UC-gxOiexbxbz4XAvEfNeo-Q,@MaryLouLord1,0,1,8.149613075828635e-05,0.0
UCm86vHXE7W6EQDyij498CxA,@zakblue,7,0,0.0002802302998583873,0.0
UC-hfZbVnMjZRT6HIW3TdkmA,@WylieWiggins,0,1,8.149613075828635e-05,0.0
UC-hiyJYaiGdjmwDbA83O1zg,@unstuffed_oreo,0,1,8.149613075828635e-05,0.0
UC-iP59HSX4PXOx--fvUD5-Q,@loemestahhhh,0,1,8.149613075828635e-05,0.0
UCA9ddiLbmBNN1pDlEGDKiuw,@MergoGreat1,60,7,0.0022876733614565917,3.7566460419518645e-06
UC-iqRsc_cMxaiTN30CXgLxQ,@TheLotusManFILMs.,0,1,8.149613075828635e-05,0.0
UCftYWs4F0XjJ2ErfWge3MbQ,@ComaDave,80,0,0.004097078996919945,0.0
UC-jYzTHXbAqWlOo0P7Mi47w,@therealaaronpartridge,0,1,8.149613075828635e-05,0.0
UCbpmPHT679KOANvgVKg1DzA,@3DThrills,90,0,0.0039588142760449835,0.0
UC-k1cxRS_z0RHAFNFwND_wg,@anrikurisuto4432,0,1,8.149613075828635e-05,0.0
UCRXcxk0VajPUNAiwtrJ_eiw,@blippedyblop,41,0,0.0026809970871625264,0.0
UC-l90RfWQRlKDzkN4oM0qnQ,@allenlark,0,1,8.149613075828635e-05,0.0
UCOrK28-rchatUNaXf8QgBPw,@halsti99,97,0,0.003389863977431985,0.0
UC-lEccQkVgqWBLcMpmZrBpQ,@ErikPelyukhno,0,1,8.149613075828635e-05,0.0
UCIVIAysJ9fgyac2kogz45jg,@evancarley1258,22,0,0.0014740859288319872,0.0
UC-lw5TtGlHzRW5s39_Ti7kw,@rign_,0,1,8.149613075828635e-05,0.0
UCt7OXL6pCANlwO4_Qf36Ocg,@diegos1325,6,0,0.00046445832522855394,0.0
UC-m0TPTqoj13Onoq6YE2EKQ,@owoAkira,0,1,8.149613075828635e-05,0.0
UCRnBA3wIazOCYk9C59F768Q,@JayTheRed602,19,0,0.0010853212768697454,0.0
UC-mea-gP7Ub1B38UWx8omjg,@prakash_77,0,2,8.149613075828635e-05,0.0
UCSbDmv5LZyTpYy73YM-G57Q,@shanoo1733,4,0,0.0002439649405335514,0.0
UC-muJcrSdrsmU8-pvyDyh_g,@whoabuddy6809,0,1,8.149613075828635e-05,0.0
UCtuChPYA8uJd4Nr9NDUkZ_g,@SerpentineSeiđr,79,0,0.00358618045591043,0.0
UC-oYqxpi6TO1J7BjQksSuOA,@itsgabibelle,0,1,8.149613075828635e-05,0.0
UC2NpuabOxybglNh1EVvRdTw,@Chickenangritz,12,0,0.0008822352646506639,0.0
UC-ortDqMiZRtbJwqpW5-4nA,@George-of5kl,0,8,8.149613075828635e-05,0.0
UCLGXowViggzR_KgD-Xc4qwA,@ShoggyPlay,46,0,0.0015615096217110578,0.0
UCbtc4Qg6Ju_Z1CPO1ZI6cDA,@lindsaybarry1954,58,0,0.002200615005667101,0.0
UC-qFUtjdjNULQVaqYq2IptQ,@Tower_Swagman,0,1,8.149613075828635e-05,0.0
UC-qg1rbRWA3MSHxSlF9sv9w,@CarterRyan-g4y,0,1,8.149613075828635e-05,0.0
UC8FNvn4FaAUuvhllDtZfTvA,@FenceThis,3,0,0.0002555698555174989,0.0
UC-qydVNxumzbEVdwYgnxIBw,@IroquoisPliskin86,0,1,8.149613075828635e-05,0.0
UCIUkQsqescMRdmjAK0xxN1g,@Barrabbazz,31,0,0.0011976402754643799,0.0
UC-r_OnUqOYItktkOCKzZd3w,@snazmon,0,1,8.149613075828635e-05,0.0
UCQK18aaqMvKScWWH62UR66g,@brukernavn3409,3,0,0.00023070218055189708,0.0
UC-s8FlcRYIaXTfwt9UG-4kQ,@crickbed86,0,1,8.149613075828635e-05,0.0
UCr9brlFuWtLnUcSfvBK39Hw,@NORAPYOUNGLEGEND,26,0,0.0012669381963685234,0.0
UC-sJ2wONQfZ1std-i30lKiA,@JackiesStrong,0,1,8.149613075828635e-05,0.0
UCoIWLSICgdQPcTSfJVPfqOA,@LASTSIGNALZERO,2,0,0.0002892759196480106,0.0
UC-sRvxpiHdC3AdI99oTWEZw,@doowab,0,1,8.149613075828635e-05,0.0
UCIzhTaKzw9KhuJbFnKimjZg,@Remingtonst-ff2,2,0,0.0002207551105656564,0.0
UC-tqiDBwXjdPIxz-P1TPvgg,@Mirago8,0,1,8.149613075828635e-05,0.0
UCdndjlSrsI6orOHTyzSTOkg,@BrassAttack1,24,0,0.0016133449086393574,0.0
UC-trNxINlxn14XDeiVpPcKA,@ScottAnderson-gy1yg,0,1,8.149613075828635e-05,0.0
UCO_w4TKV_vQsWEjWidl8E4A,@misiu24,65,0,0.002505166942838176,0.0
UC-uNGD6cMLF4qtjUZA6Dyiw,@omnipop4936,0,2,8.149613075828635e-05,0.0
UCZByv4NqZbEfwQHZke6a4EA,@pontusfrisk494,42,0,0.0021760175008610394,0.0
UCyfENGAUYd30ntcmtVOMW9A,@Randuski,20,0,0.0010330991594419815,0.0
UC-v3w88O5ja8a6TXBSbKxYg,@jessiccablessngs1536,0,1,8.149613075828635e-05,0.0
UCm26iRDfaEtLL1uQqoQ-QSA,@andrezinhoooooooooooooooooo,5,0,0.0009257576300836484,0.0
UC-vS1R4pJZijD7HRHm_Z1nA,@leftofcenter4,0,2,8.149613075828635e-05,0.0
UCWl_TUjcIMbNTHvimoHEKng,@TheRTM,49,0,0.0023808460682825674,0.0
UC-w64e0VVnuNi1G15bzJ6Hw,@tunesoop7653,0,1,8.149613075828635e-05,0.0
UC0i1rWd3wiqRMvmyHPqVlDQ,@tonynussbaum,6,0,0.00032307177767412683,0.0
UC-w8X1F_ALauW7VDWGcFqEw,@dpactootle2522,0,1,8.149613075828635e-05,0.0
UCmXOQ-KgIYC0XiXjD-YnhWw,@RFToob,2,0,0.0002207551105656564,0.0
UC-wmsAsAkQjerWRTNskFv7Q,@ignaciorciampa,0,1,8.149613075828635e-05,0.0
UCOEkCtSMFWVm3en3618lzcA,@davisthedaviskids2574,72,0,0.004627894674855697,0.0
UC-wtifBSunfnVI-v59aM2dw,@Tubeeuk,0,1,8.149613075828635e-05,0.0
UCE1fSYsMuzYrQczP5-FMsPQ,@mogodude,87,0,0.0032591152686128433,0.0
UC-xFwg42dqRsx_d9equHmNQ,@rintrah8700,0,1,8.149613075828635e-05,0.0
UC93SAoFOTG75UTTKa7CTCrw,@andriypredmyrskyy7791,95,0,0.002301261314110873,0.0
UC-xo3uZsEGEOl6zdXlGwUxg,@jcoitino,0,4,8.149613075828635e-05,0.0
UC-zP_f8RnqrxXSS0L_ykgkg,@whotube7978,0,1,8.149613075828635e-05,0.0
UCxzCU6hTzb-QwiNW0IbB7pw,@esaedvik,6,4,0.00046445832522855394,6.552289608055578e-07
UC-zhB38w4o4M-wKXiptC7hA,@Spectoral_on_Spotify,0,1,8.149613075828635e-05,0.0
UCnbDw8pUkYpmddQE-URqUzw,@wow3950,6,0,0.0004992730701803965,0.0
UC00OnC3lUOluqCYPzft5H-A,@gray9606,0,1,8.149613075828635e-05,0.0
UC_TFlOkEjA0ElXnhNEwXrBw,@jonnymurgatroyd856,55,0,0.0014566509256061036,0.0
UC02G-8uepkbPmkjmaEzhpcA,@derekarmstrong1408,0,1,8.149613075828635e-05,0.0
UCPytjlmVrd5a3r1fIAKAnCg,@Tylervrooman,70,0,0.0039018341434738017,0.0
UC03Y9u1qWFJHZeAEN4yj0QA,@FrenchToastMafia735,0,1,8.149613075828635e-05,0.0
UCweCEXOFdMClzXr9Fxgu87Q,@obcokrajowiec,5,0,0.00026822976277271433,0.0
UC03mnoxblvAf1gfHJ9zA5AQ,@torsten1766,0,1,8.149613075828635e-05,0.0
UC03ztajSygzb5cIMYeVsxYQ,@stefanjack8663,0,1,8.149613075828635e-05,0.0
UCgkokAWs81Whxd5h_N5YJ-A,@TjimmyChonga,62,0,0.002825312494212901,0.0
UC04D_UKDInlG_GvxB9nlFwg,@GeoffBosco,0,3,8.149613075828635e-05,0.0
UC05CxVcl-C9CtYVPUm3Jutg,@brivid0boy,0,1,8.149613075828635e-05,0.0
UC05SvWlMPqS3jJdljFdcW-A,@daveyewart,0,1,8.149613075828635e-05,0.0
UCjB5ZVpxJJMEZ5A4VTz73AA,@mirrecords,35,0,0.0018190197095856269,0.0
UC07W0ngWRwuhBvvGqG6IYYQ,@Daniel-xu1xc,0,1,8.149613075828635e-05,0.0
UClLacZxmVaD0CJKPYOBvLzg,@Undamaged1,11,0,0.0006189971097647882,0.0
UC08qbYTwNu5TSC4iByJ31Cw,@mcentertainmentdjs,0,1,8.149613075828635e-05,0.0
UC-47_UfWjes2kH69QF-ASJg,@AngeloKellyOfficial,18,0,0.0007731490638015573,0.0
UC0AhLndHeC4hxobA2qOGIWw,@shickensandwich69,0,1,8.149613075828635e-05,0.0
UCMacDBmEEm8sLSdaIgD3Zgg,@Fantathecat2007,13,0,0.00156925958344639,0.0
UC0BF0u5_klzwy6tQYekPb3Q,@leroyheavix,0,1,8.149613075828635e-05,0.0
UC0BlQzsNl51s6ltk9a3bT7g,@seandafny,0,1,8.149613075828635e-05,0.0
UCOksCUFfQ2HthZBYf4N7jrw,@drink15,52,0,0.004201275042993465,0.0
UC0C-_dqbYGLFrvu5CW9Zhwg,@RegularFlyGuy,0,2,8.149613075828635e-05,0.0
UCNKGIvz9tH8A0Ik6SKXEbHA,@RubenMillsOfficial,11,0,0.0004663924777258786,0.0
UC0E_3oYRmclB18WBBPIeLRg,@chipsnmydip,0,14,8.149613075828635e-05,0.0
UCgbBNSsJln-kGImDfRUkozQ,@AidenLush,55,0,0.0009522919684576043,0.0
UClt6pUiK1_ajIoUME7-tXxA,@Tranquil-Isle-63,41,1,0.001057953293966369,5.460241340046315e-07
UC0FaDDD7YkgTWQAJhkuevJA,@sentientcardboarddumpster7900,0,1,8.149613075828635e-05,0.0
UC0Gsj52coWcq8T4cBmVIRYA,@Milæ-r1h,0,1,8.149613075828635e-05,0.0
UCyViRKrKNF8yBXlRnWsm6aQ,@21units,65,0,0.0032622646717312136,0.0
UC0GtyBWPI1tfUQ8-S59NWLw,@patriciabaldwin3888,0,3,8.149613075828635e-05,0.0
UCvJcTup1f9-PcphsDmBQecg,@mikeswearingen5712,15,0,0.0006820504811775695,0.0
UC0HrjgdlQBWfLfw4fM8kZ4w,@calinionescu,0,1,8.149613075828635e-05,0.0
UC0IMYmegyWhaExUIXSDTJ7w,@CartersBenefits,0,1,8.149613075828635e-05,0.0
UC0K9h-YQxbg-1juFZQAKsmw,@BotondZalaiRuzsics,0,1,8.149613075828635e-05,0.0
UCp_vHIQhmXldR2OL7HVs5qg,@snortworld,60,0,0.0020847021982911104,0.0
UC0KkkQ1Jw3Br44T63eOJJ1g,@highsourjamapple9141,0,1,8.149613075828635e-05,0.0
UCbEho0ZWr6ALwHofK_wYTUQ,@lonliness_saturn,21,0,0.0009866794995061915,0.0
UC0Klbq-rWXiks2ISMEYsDdA,@lowfrequencywizard,0,1,8.149613075828635e-05,0.0
UC1mm5fT-5t0c4dLC0NeLr9g,@YooToobBurner,13,0,0.0007081615398914514,0.0
UC0KvQijiK1nAuYfJZTvX4Ew,@casthedemon,0,2,8.149613075828635e-05,0.0
UCfTiYsyAnLNCyNz7jVPamqw,@kingpuff10,50,0,0.002884083099381607,0.0
UCnExeQAVQrvYuP48zh3pwAA,@TarotCollectibles,22,0,0.0013174195765486955,0.0
UC0L6ZxogmRRRLnjWaIKMXlQ,@therealR.D.,0,1,8.149613075828635e-05,0.0
UC0LdncE9tzvpnMTozFkGZSA,@SnasUT,0,1,8.149613075828635e-05,0.0
UCZJWUueXq2Gbvr8znMnBvzA,@sillybilly1489,79,0,0.0052572882135988675,0.0
UC0LpaDIAj6eGIaAcRDHGO1Q,@Marcus_Shoots,0,1,8.149613075828635e-05,0.0
UCQFtmcpgr7NkcvuaCCJdViA,@believershope,93,0,0.0036996006835587135,0.0
UC0NN2heoI5GQmpZw8sB_6jw,@llMarvelous,0,1,8.149613075828635e-05,0.0
UC0PZKLFLvpWDpPVsJWZuCow,@timhewtson6212,0,1,8.149613075828635e-05,0.0
UC0Pq7lEbL3--U3gBUQMJqRQ,@OnlyGainsTV,0,1,8.149613075828635e-05,0.0
UC0QQfYfAbOSRM2nPvC7qohQ,@TheReelGTV2024,0,3,8.149613075828635e-05,0.0
UCymr9gE0SRDaEDwfpYY0umw,@memorymedia6188,35,0,0.0010885842172515957,0.0
UC0RLQRsZShAK833cHvYGcpQ,@lvjetboy2908,0,1,8.149613075828635e-05,0.0
UC0Sf3mlBSoaMgwLeEEYJaxA,@thomasboehnlein5205,0,1,8.149613075828635e-05,0.0
UC0U3ND8A2gOcYk9EgOXzviQ,@Derp_Stick,0,4,8.149613075828635e-05,0.0
UC8fUPSVqWhyOu1D4lCY3K0Q,@Max_Trolling90,1,0,9.890350323420761e-05,0.0
UCJaVkgJKtFbfzm42Y0FY7Qw,@Anubis7169,2,0,0.00016853299313789264,0.0
UCYUJCs0KPO-MPgcRFSUGd1w,@ShadowoftheRisingSun,1,0,9.890350323420761e-05,0.0
UCrDTg3luqmccnPS73CpP6fg,@justinfantastic4882,7,0,0.0005166804426563178,0.0
UC0UoWjVQ-xzugfvuuMA-7rg,@matstrickland4928,0,1,8.149613075828635e-05,0.0
UCbkugPerJ0sZOUNNMUv2VZA,@Broseph6969,44,0,0.0014638881454314737,0.0
UC0Uz9uzsvhdhRk8VtUeNkOA,@original_pandus,0,1,8.149613075828635e-05,0.0
UCdPX9oZ0LWzYcH-Pm3diRCQ,@reddisdead,10,0,0.0007429762848432939,0.0
UC0VEE07fx3FuW4wOJhxvR6w,@swampboy34,0,1,8.149613075828635e-05,0.0
UCYooM3QlQgC2HwggTPhQGLg,@devingraybuilds,22,0,0.0013496768378729916,0.0
UC0VwOdKyx0kXfEQshMwO6gQ,@AUSTINOHMYGOD,0,1,8.149613075828635e-05,0.0
UC47QbiPP-J1M_HU05LWoTjQ,@PossiblyAFish1,11,0,0.0007777910297951364,0.0
UC0WxPp2lkq-KMW5xaeVwK0Q,@robertwilson2007,0,1,8.149613075828635e-05,0.0
UC0ZiX_q0vHALHNTDrbzhOng,@JoeDempsey-r8p,0,1,8.149613075828635e-05,0.0
UCR8SnKlUegIvw2Wmm3lpnqw,@DamionFlame,41,0,0.0013504955147761158,0.0
UC0_j-NwFDLv4WlKedH9MY6Q,@skibidigyatt-c2t,0,1,8.149613075828635e-05,0.0
UC0_wtkfhwmSShB-54ynqTFw,@mafw5572,0,1,8.149613075828635e-05,0.0
UC0bRRggbt8EAOT0iG4b8ZPw,@richatlarge462,0,3,8.149613075828635e-05,0.0
UC0baB0R9IyG2WXW7EsRB9uQ,@mogznwaz,0,4,8.149613075828635e-05,0.0
UCIQjb6Ikw_bgGDkjuSHu6Qg,@MartijnHover,16,0,0.0006509106259706438,0.0
UCKkja6NTd9yAMOqSKVSAitQ,@2_kazama,19,0,0.0007852513322848171,0.0
UChObaRCDcKTwvy0h7dhgHgA,@ZLEAP,89,0,0.0022187303894173416,0.0
UC0c6OKfcLEVbF5JriVN7Gxw,@gistfilm,0,2,8.149613075828635e-05,0.0
UC2LvSxYaH_TiJnmvieja07Q,@TheMattForbes,23,0,0.0012768023741048793,0.0
UC4LQXw6T8zJualLsyjMyJpQ,@Zorgcho,20,0,0.0009170500096025066,0.0
UC0cCfnOUdXUQRAa27MhxEBQ,@sophisticated_supernova5652,0,1,8.149613075828635e-05,0.0
UC0dHZK-NXgWVDxi_11XeaaQ,@tanukinorbit,0,1,8.149613075828635e-05,0.0
UC0dKikrUM2TQYyP3sC4WEgg,@TheLarryWilson,0,1,8.149613075828635e-05,0.0
UC0domma1qtcaPDcWWKQyvjw,@CiJuan11,0,1,8.149613075828635e-05,0.0
UCVYS8CSWcjAw_47c79AJlxg,@KLM-MD11-AVIATION,5,0,0.00042964358027671145,0.0
UC0dx2gHhuv-iRo7daQrx58w,@lucasw3402,0,1,8.149613075828635e-05,0.0
UC0e6gbGjrvgLtOT4NKzTqIQ,@RaymondMcGinlay1,0,1,8.149613075828635e-05,0.0
UCR7A6sKdOOnRz9KIcsBRMgA,@Reepecheep,14,0,0.0005097174936659492,0.0
UC0fgtkj2bMzDQqlpAOOwr0A,@MrDblStop,0,6,8.149613075828635e-05,0.0
